DrugName,Strength,Betweenness,Eigenvector
"10-methoxy-5-(2-propenyl)-2,5-dihydro-2,2,4-trimethyl-1H-(1)benzopyrano(3,4-f)quinoline",63023,4.5171701315208066e-06,0.007551583927338237
"10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-(1,4)diazepino(5',6'-4,5)thieno(3,2-f)quinolin-8-one",1244016,2.0378625942183214e-05,0.008715231709114485
10-nitro-oleic acid,1834204,2.7292968444308297e-05,0.008822653515643236
10-(octyloxy)decyl-2-(trimethylammonium)ethyl phosphate,868798,1.6286588182706458e-05,0.008569310350494717
10-propargyl-10-deazaaminopterin,173293,2.043183398356036e-06,0.007119997783899731
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",579123,9.601959582347115e-06,0.008306315209953495
"1,10-diaminodecane",9060,3.743677017555367e-07,0.0042827997934424085
"1,10-phenanthroline",2023535,4.5546592774626084e-05,0.008856529860885632
"11,11'-dideoxyverticilin",503115,6.444722389965208e-06,0.008146592863955887
"11,12,15-trihydroxyeicosatrienoic acid",31033,6.907117419692467e-07,0.00686190932340993
"1,1,1,2,2-pentafluoro-7-phenylheptan-3-one",106381,3.635171318921136e-06,0.007198944384193049
"11,12-dihydroxyeicosatrienoic acid",54870,1.267009961371414e-06,0.006970650687353304
"11,12-epoxy-5,8,14-eicosatrienoic acid",755769,1.4194961489647809e-05,0.008520554788227708
"1,1,1,2-tetrafluoro-2-chloroethane",167583,4.908496161994555e-06,0.007872081772554215
"1,1,1,3,3,3-hexafluoro-2-(2-fluoro-4'-((4-(pyridin-4-ylmethyl)piperazin-1-yl)methyl)-(1,1'-biphenyl)-4-yl)propan-2-ol",151517,2.21644981430898e-06,0.007109626842415294
"11,14,15-trihydroxyeicosa-5,8,12-trienoic acid",31033,6.907117419692467e-07,0.00686190932340993
"11,15-dioxo-9-hydroxy-2,3,4,5-tetranorprostan-1,20-dioic acid",116722,3.027342987503313e-06,0.007670754926172152
"11,17-dihydroxy-6-methyl-17-(1-propynyl)androsta-1,4,6-triene-3-one",63023,4.5171701315208066e-06,0.007551583927338237
111In-DOTA-TOC,22023,7.94323528315813e-07,0.0057976292390331625
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",1020061,2.5875713548943424e-05,0.008707972459390466
"1,1,1-trichloroethane",714641,2.202687903005771e-05,0.008646166845136912
"1,1,2,2-tetrabromoethane",19639,1.378540483120753e-07,0.0059024975883071994
"1,1,2,2-tetrachloroethane",15553,9.515793853528669e-08,0.005853597332375797
"1,12-benzoperylene",2101947,4.0246311545894504e-05,0.008850082094140205
"1-(1'-(2-methylbenzyl)-1,4'-bipiperidin-4-yl)-1H-benzo(d)imidazol-2-(3H)-one",29678,1.3047958000967909e-06,0.0060687172036551365
"11-(2-pyrrolidin-1-ylethoxy)-14,19-dioxa-5,7,26-triazatetracyclo(19.3.1.1(2,6).1(8,12))heptacosa-1(25),2(26),3,5,8,10,12(27),16,21,23-decaene",549617,1.1458951728241334e-05,0.00845470426831228
"1,1,2-trichloroethane",70511,1.1187786176192129e-06,0.00708586062895597
"1-(1,3-benzodioxol-5-ylcarbonyl)piperidine",2710,0.0,0.0015960586114176318
"1-(1,3-carboxypropyl)-4,7-carboxymethyl-1,4,7-triazacyclononane",15800,2.4644384850203564e-07,0.006379120219842545
"1-(1,4-benzodioxan-6-ylcarbonyl)piperidine",7128,0.0,0.004159091713451706
1-(1-(4-fluorophenyl)ethyl)-3-((3-methoxy-4-(4-methyl-1H-imidazol-1-yl)phenyl)methylene)-2-piperidinone,17070,2.962553819390442e-07,0.005797671525519558
"1,1,4-tris(acetyloxy)-2-nonene",318370,4.712864089402984e-06,0.008026614837925791
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,1340261,2.420649994603896e-05,0.008747874744307688
"1,1-bis(3'-indolyl)-1-(4-chlorophenyl)methane",772721,1.842800331806784e-05,0.008507637703580763
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",1228453,2.4561509463889774e-05,0.008663609030118738
"1,1-bis(3'-indolyl)-1-(4-trifluoromethylphenyl)methane",1462015,2.4529860543719615e-05,0.008770577244455137
"1,1-bis(3'-indolyl)-1-(p-anisyl)methane",312742,1.2145375434443721e-05,0.008118817014310607
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",865167,2.025371806357185e-05,0.008661774909613807
"1,1-bis(4-hydroxyphenyl)-2-phenylbut-1-ene",324957,6.186308143289616e-06,0.008154219413440375
11-(dansylamino)undecanoic acid,90473,3.317193357968543e-06,0.0073311764377905235
11-dehydrocorticosterone,746620,1.4592072952929964e-05,0.008567967082104479
11-dehydro-thromboxane B2,230326,6.382052449968801e-06,0.008047943439036831
"11-deoxy-16-phenoxy-17,18,19,20-tetranorprostaglandin E1",330834,8.775965008758022e-06,0.00816335177291474
11-deoxyprostaglandin E1,1360975,2.348881760504452e-05,0.008761445631902355
"1,1-dichloro-1-fluoroethane",205816,6.382120259006717e-06,0.007984838749119282
"1,1-dichloro-2,2-difluoroethylene",160345,4.435361639583336e-06,0.00793989890821682
"1,1-dichloroethane",281114,8.271100560917116e-06,0.008237579749927882
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",661949,1.669620453368103e-05,0.008561941642848648
1-(1-dimethylaminomethyl-5-methoxybenzocyclobutan-1-yl)cyclohexanol,14923,3.738976777675797e-07,0.005243890538819866
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",2205290,4.227035803724533e-05,0.00886281907313971
"1,1-diphenyl-2-picrylhydrazyl",1089392,1.8735545036869894e-05,0.008663799116564104
"1,1-diphenylhydrazine",63548,1.8164351573113719e-06,0.0071576540208237215
"1,1-ethanediol",42778,7.833469080697456e-07,0.006964575466404581
"11-fluoro-7-(14,14,15,15-pentafluoro-6-methyl-10-thia-6-azapentadecyl)estra-1,3-5(10)-triene-3,17-diol",641551,1.2377287449283248e-05,0.008486213911131798
1-(1H-indol-3-yl)-3-(3H-indol-3-ylidene)propan-2-one,370279,8.353894978832095e-06,0.008326381130336588
"1-(1H-indol-3-yl)-9H-pyrido(3,4-b)indole",188741,5.216722812637346e-06,0.008095292017997364
"11-hydroxy-5,8,12,14-eicosatetraenoic acid",569995,1.225062774157612e-05,0.00853868410164524
11-hydroxyandrostenedione,420589,1.4622415657346133e-05,0.008470797933201185
11-hydroxy-delta(9)-tetrahydrocannabinol,46214,1.6979765650032792e-06,0.006753984098059474
11-hydroxytestosterone,40149,5.083804440244188e-07,0.006478215554163293
"1-(1-(imidazo(1,2-a)pyridin-6-yl)ethyl)-6-(1-methyl-1H-pyrazol-4-yl)-1H-(1,2,3)triazolo(4,5-b)pyrazine",206877,3.3509092534594865e-06,0.007804185660370872
11-keto-boswellic acid,464039,1.824243151243146e-05,0.00825276412403415
11-ketotestosterone,306806,5.164877100332514e-06,0.008143571049738394
1-(1-methanesulfonylpiperidin-4-yl)-3-(4-trifluoromethoxyphenyl)urea,1020495,2.6712412364351705e-05,0.00871437823370307
11-methylbenzanthracene,476418,9.686786118254192e-06,0.008332927983088425
"1-(1-methylethyl)-4-((1-(6-(trifluoromethyl)-3-pyridinyl)-4-piperidinyl)carbonyl)hexahydro-1H-1,4-diazepine",25025,1.0808830913204822e-06,0.006258516125933025
11-Mrp-14-Nal-18-Cys-22-Asp-beta-MSH(11-22)NH2,22392,6.958085650092414e-08,0.005410486388821733
1-(1-naphthyl)piperazine,569510,1.2319966729926537e-05,0.008539006129012322
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,1197193,2.3795988239101007e-05,0.008709261736097396
1-((1-O-octadecyl-2-O-methylglycero)phospho)-3-deoxy-myo-inositol,1451208,2.3601704053296308e-05,0.00876075127852632
11-oxo-delta(8)-tetrahydrocannabinol,7307,0.0,0.0043561177453438
11-oxoeicosatetraenoic acid,17155,2.5337429461866176e-08,0.006235052930232638
1-(1- pentyl-1H-indol-3-yl)-2-(2-methoxyphenyl)ethanone,173850,8.929435224709352e-06,0.00784695031951519
1-(1-pentyl-1H-indol-3-yl)-2-o-tolylethanone,219841,1.0965908771739607e-05,0.008123859369841148
1-(1-propynyl)pyrene,476418,9.677099332135938e-06,0.008332927983088425
"(11R,13S,17S)-11-(1,3-benzodioxol-5-yl)-17-hydroxy-13-methyl-17-prop-1-ynyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta(a)phenanthren-3-one",141679,5.061778573366013e-06,0.0076857928049264505
1-(2-(1-adamantyl)ethyl)-1-pentyl-3-(3-(4-pyridyl)propyl)urea,1262971,2.5951134319558645e-05,0.008738231262527908
1-(2-((1-ethoxycarbonyloxyethoxycarbonylmethyl)carbamoyl)-3-phenylpropyldisulfanylmethyl)-3-methylsulfanylpropylamine,349881,2.168007886305805e-05,0.008410543057628886
"12,20-dihydroxy-5,8,10,14-eicosatetraenoic acid",6084,0.0,0.0036615606153225094
"1-(2-(2-(3,4-dichlorophenyl)-4-(3,4,5-trimethoxybenzoyl)morpholin-2-yl)ethyl)spiro(benzo(c)thiophene-1(3H),4'-piperidine)-2-oxide",55092,1.816509760146799e-06,0.0066400687551601105
"(1-(2,2-diphenyl-(1,3)dioxolan-4-yl)-ethyl)-dimethyl-amine",76629,3.193975702388477e-06,0.007338341422852216
1-(2-(2-thienyl)-2-adamantyl) morpholine,134898,6.22627461954806e-06,0.008020671018419216
"1,2,3,4,4a,5,10,10a-octahydro-6-methoxy-1-methylbenz(g)quinoline-3-carboxylic acid 4-(4-nitrophenyl)piperazine amide",64215,3.2128822572923014e-06,0.006866949928388829
"1,2,3,4,5,6-hexabromocyclohexane",121317,5.361227404671751e-06,0.00741701756389105
"1,2,3,4,5,6-hexachloronaphthalene",9537,0.0,0.00560533107370544
"1,2,3,4,6,7,8-heptachlorodibenzodioxin",504583,9.968480737855799e-06,0.008362689319843008
"1,2,3,4,6,7,8-heptachlorodibenzofuran",476693,9.677099332135938e-06,0.008332927983088425
"1,2,3,4,6,7-hexachlorinated naphthalene",591368,1.1692247364771535e-05,0.008442255175469504
"1,2,3,4,7,8-hexachlorodibenzodioxin",567194,1.1794166628002304e-05,0.008502730409590391
"1,2,3,4,7,8-hexachlorodibenzofuran",669295,1.477020457589852e-05,0.008501939115960788
"1,2,3,4,8,9,10,10a-octahydro-7bH-cyclopenta(b)(1,4)diazepino(6,7,1hj)indole",31856,2.420422629862584e-06,0.006021431590387645
"1-(2-(3,4-dichlorophenyl)ethyl)-4-methylpiperazine",1619513,2.7913092208544215e-05,0.008813524608331774
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole,1217158,2.7148329139448455e-05,0.00874041340349447
"1,2,3,4-tetrachlorodibenzodioxin",160345,4.43980144102436e-06,0.00793989890821682
"1,2,3,4-tetrahydro-1-(phenylmethyl)isoquinoline",83027,3.3945086316518625e-06,0.007063042066256853
"1,2,3,4-tetrahydroisoquinoline",980393,2.0087434953160734e-05,0.00867962222801662
"1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid",42291,7.654486436239762e-07,0.006525507854758252
"1,2,3,5,6,7-hexachloronaphthalene",530516,1.1338626994693056e-05,0.00841145661365581
"1,2,3,5-tetrachlorobenzene",184081,6.603839817674172e-06,0.007981540803126378
"1,2,3,6,7,8-hexachlorodibenzodioxin",509087,1.036763992164329e-05,0.00839354883802398
"1,2,3,7,8-pentachlorodibenzofuran",489200,1.0901920170993839e-05,0.00838322142861644
"1,2,3,7,8-pentachlorodibenzo-p-dioxin",613905,1.2818712082284596e-05,0.008501008326393703
12-(3-adamantan-1-ylureido)dodecanoic acid,1755677,2.9860178023764664e-05,0.008827835109930755
"1-(2,3-dichlorobenzoyl)-5-methoxy-2-methyl-(2-(mopholin-4-yl)ethyl)-1H-indole",253280,1.1607037304742143e-05,0.008150917711743646
"1-(2,3-dihydro-1,4-benzodioxin-5-yl)-4-((5-(4-fluorophenyl)-3-pyridinyl)methyl)piperazine",53981,5.060229783483894e-06,0.006777376255226951
"1-(2,3-dihydrobenzo(b)(1,4)dioxin-6-yl)-4-((6-fluoropyridin-3-yl)methyl)piperazine",20670,4.96035922195053e-07,0.00562398698549626
1-(2-(3-methoxyphenyl)ethyl)phenoxy-3-(dimethylamino)-2-propanol,77908,3.5501937604262754e-06,0.0075899149373890576
"1,2,3-trichloropropane",1401107,2.6589738183979952e-05,0.008770363645633052
"1,24,25-trihydroxyvitamin D3",94621,2.8989523704618052e-06,0.00760708459810453
"1,2,4,5-benzenetetraamine",545129,1.0083747906660494e-05,0.008389593882603694
"1,2,4,5-tetrabromobenzene",401768,9.529717099457981e-06,0.00832898034406458
"1,2,4,5-tetrachlorobenzene",430745,1.5091100443404426e-05,0.008526597436159794
"1-(2,4-dichlorobenzyl)indazole-3-carbohydrazide",51209,9.111542973634929e-07,0.007160207517913234
"1,24-dihydroxyvitamin D2",1077002,1.68605022026414e-05,0.008647884308452154
"1,2,4-triazole",519383,1.30565553305583e-05,0.008471614981526003
"1,2,4-triazolo(1,5-c)pyrimidine",109399,7.977396939120247e-06,0.007541604525126439
"1,2,4-tribromobenzene",9537,0.0,0.00560533107370544
"1,2,4-trichlorobenzene",625306,1.433491969417547e-05,0.008513073302066024
"1,2,4-trimethylcyclohexane",99590,4.2191555973171325e-06,0.0073105785385436375
"1,2,5,6-dibenzanthracene",2191421,5.3657622954350835e-05,0.008868422233066808
"1,2,5,6-tetrabromocyclooctane",858022,1.8884288939428784e-05,0.008644023730633464
"(1,2,5,6-tetrahydropyridin-4-yl)methylphosphinic acid",359387,5.993538812025893e-06,0.008095064059525595
"1,2,5,8-tetrahydroxy anthraquinone",979536,1.6216308221386773e-05,0.008626666563927403
"1,25-dihydroxy-16-ene-vitamin D3",129005,4.227096805053628e-06,0.007752907249139793
"1,25-dihydroxy-19-norvitamin D3",43553,1.3603590722966995e-06,0.007023345529018778
"1,25-(dihydroxy-21-(3-hydorxy-3-methyl-butyl)-nor-cholecalciferol)",3693,0.0,0.002239815834629014
"1,25-dihydroxy-24-oxo-16-ene-vitamin D3",2306,0.0,0.0013954250606731248
"1,25-dihydroxy-26,27-dimethylcholecalciferol",223550,7.15613410251354e-06,0.008133180031838931
"1,25-dihydroxyergocalciferol",210245,5.397521357791575e-06,0.007980128665168115
"1,25-dihydroxyvitamin D",1431909,3.115463391627686e-05,0.008777406490344898
"1,25(OH)2-16-ene-23-yne-26,27-hexafluoro-19-nor-D3",134037,3.8754229733596015e-06,0.007871891776005759
"1-(2,6-dimethylphenoxy)-2-(3,4-dimethoxyphenylethylamino)propane",168563,4.251409064207899e-06,0.007854925859243852
"1,2,7,8-tetrachlorodibenzofuran",347001,7.30614422446924e-06,0.008206229806191115
"1,2,7,8-tetrachlorodibenzo-p-dioxin",347001,7.30614422446924e-06,0.008206229806191115
12-acetoxyhawtriwaic acid lactone,1181227,2.0612960006534942e-05,0.008669651281627213
"1-(2-amino-2-carboxyethyl)-3-(2-carboxybenzyl)pyrimidine-2,4-dione",6782,0.0,0.004054837004619587
1-(2-amino-3-methyl-butyryl)-azetidine-2-carbonitrile,10269,2.4123562781207497e-07,0.0037350042324379995
"1,2-benzisothiazol-3(2H)-one, 2-(4-(4-(7-chloro-2,3-dihydro-1,4-benzodioxin-5-yl)-1-piperazinyl)butyl)-, 1,1-dioxide",51839,3.422817689645357e-06,0.006754933060204088
"1,2-benzisothiazoline-3-one",463519,9.211297767601436e-06,0.008351069688751468
"(1,2-bis(1,2-benzisoselenazolone-3(2H)-ketone))ethane",895141,1.7354832714455187e-05,0.008662568211126718
"1,2-bis(2,4,6-tribromophenoxy)ethane",434296,9.789845823083352e-06,0.008376323235337083
"1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid",2045435,4.066990692200349e-05,0.00885693134429521
"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",2439177,5.486641491693092e-05,0.008880963933960885
(1-(2-(bis(4-fluorophenyl)methoxy)ethyl)-4-(3-hydroxy-3-phenylpropyl) piperazinyl decanoate),167634,9.992839700679439e-06,0.007678306056514006
"1,2-bis(isothiazol-5-yl)disulfane",682973,8.661371241323089e-06,0.008376817125367097
"1,2-bis(methylsulfonyl)-1--(2-chloroethyl)-2-((1-(4-nitrophenyl)ethoxy)carbonyl)hydrazine",17151,4.540265689158508e-08,0.006313811336301508
"1,2-bis(methylsulfonyl)-1-(2-chloroethyl)hydrazine",63586,9.40924630873496e-07,0.006795154038981576
"1,2-bis-N-cytisinylethane",73387,3.6481630178195764e-06,0.007203348271718094
1-(2-bromophenyl)-3-(7-cyano-3H-benzotriazol-4-yl)urea,1617607,2.7116646398195125e-05,0.008787041394543778
"1-(2-chlorobenzyl)-5'-phenyl-3'H-spiro(indoline-3,2'-(1,3,4)thiadiazol)-2-one",1191686,1.8227228786762972e-05,0.008655620145512499
1-(2-chloroethyl)-1-nitrosourea,262737,4.735527181607724e-06,0.007940478305046569
"1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole",1971543,3.743462145075107e-05,0.008837376798975227
"1,2-cyclohexanediamine",347001,7.30614422446924e-06,0.008206229806191115
"1,2-cyclohexanediol",3335,0.0,0.0019611305284174497
1-(2-cyclohexylethyl)-3-(2-methoxyphenylacetyl)indole,219841,1.0965908771739607e-05,0.008123859369841148
12-dehydrogingerdione,1119604,2.033960230946294e-05,0.008705938099455836
"1-(2-deoxy-beta-L-erythropentafuranosyl)-5-methyl-2,4(1H)-pyrimidinone",1720,0.0,0.0010322432385096887
12-deoxyphorbolphenylacetate-20-acetate,688213,1.3515954678481041e-05,0.008521019021469607
"1,2-diacetylbenzene",437024,2.084261931053081e-05,0.008546176519741397
"1,2-diacylglycerol",344317,1.0501877253839749e-05,0.008442099340888078
"1,2-diamino-4-nitrobenzene",866438,1.7232289937453952e-05,0.008591411899349798
"1,2-diaminobenzene",771221,1.5958842375644386e-05,0.008577760885093278
"1,2-dibromo-2,4-dicyanobutane",1033782,1.820107982294189e-05,0.00866630489512982
"1,2-dibromo-3-chloropropane",336987,1.1453140727486215e-05,0.008287193195614974
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",2331414,4.548543646631302e-05,0.00886818306556661
"1,2-dibromobenzene",9537,0.0,0.00560533107370544
"1,2-dichloro-1,2,3,3,4,4-hexafluorocyclobutane",7128,0.0,0.004159091713451706
"1,2-dichloro-4-nitrobenzene",231772,5.887101620859359e-06,0.008090072007165846
"1,2-dichloroethylene",380614,1.2540499997941081e-05,0.008375877774470733
"1,2-didecanoylglycerol",11283,2.861896567360402e-07,0.0043942667214619474
"1,2-dielaidoylphosphatidylethanolamine",151327,2.397523883305885e-06,0.0076141600337843
"1,2-diethyl-3-hydroxypyridin-4-one",700443,2.388161394798046e-05,0.008565250746545771
"1,2-dihydro-1,2-dihydroxy-5-methylchrysene",6992,0.0,0.004101849758952736
"1,2-dihydro-1,2-dihydroxy-6-nitrochrysene",4656,0.0,0.0027808205964044283
"1',2'-dihydrorotenone",825893,1.3989077421827712e-05,0.008560397751125954
"1,2-dihydrostilbene",55455,7.615768911434834e-07,0.006896550193519932
"1,2-dihydroxy-1,2-dihydronaphthalene",138768,4.631363825705889e-06,0.007775422799369901
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",2356194,4.6578542423692144e-05,0.00887177331560999
"1,2-dihydroxynaphthalene",877000,1.7414747203206585e-05,0.008621889528628014
"1,2-dilauroylphosphatidylcholine",274999,7.575349903244699e-06,0.008079393063341099
"1,2-dimethyl-4-nitrobenzene",766420,1.9096907736406002e-05,0.008611290227379947
"1-((2-dimethylamino)ethylamino)-4-(2-(3-hydroxymethylpiperidin-1-yl)ethylamino)-5,8-dihydroxyanthracene-9,10-dione",6412,0.0,0.003832695227741461
"1,2-Dimethylhydrazine",3225396,0.00012040563886778137,0.008890749598936385
"1,2-dimethylnaphthalene",151049,3.7112635894386698e-06,0.007779608048293346
"1,2-dinitrobenzene",9423,0.0,0.005464918587260376
"1,2-dioctanoylglycerol",48284,5.686820125784455e-07,0.006446310114969963
"1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide",1114229,1.8343240814046252e-05,0.008645890371966423
"1,2-dioleoyloxy-3-(trimethylammonium)propane",1277385,2.084435149176094e-05,0.008676054293843063
"1,2-dioleoyl-sn-glycero-3-phosphoglycerol",756110,1.486548518305092e-05,0.008550612351858528
"1,2-Dipalmitoylphosphatidylcholine",879069,1.760637208489945e-05,0.008641025249669728
"1,2-dipalmitoylphosphatidylglycerol",204522,5.056800451844406e-06,0.007878516045978005
"1,2-diphenoxyethane",143604,2.3813287525387643e-06,0.007730479977715133
"1,2-diphenylhydrazine",519821,6.105664510077327e-06,0.008181679734690249
1-(2-(diphenylmethoxy)ethyl)-4-(3-phenyl-2-propenyl)piperazine,115490,6.048549257782588e-06,0.007621493987646641
1-(2 (diphenylmethoxy)ethyl)-4-(3-phenylpropyl)piperazine,133318,8.857175232444725e-06,0.007889672056175606
"1,2-distearoyllecithin",1114229,1.8343240814046252e-05,0.008645890371966423
"1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)",1114229,1.8343240814046252e-05,0.008645890371966423
"1,2-dithiol-3-thione",2409592,5.535947739226412e-05,0.008878481812951837
"1,2-epoxy-3,4-dihydroxy-1,2,3,4-tetrahydrobenzo(c)phenanthrene",85762,2.075445463613758e-06,0.00757427634768267
"1,2-epoxy-3-(p-nitrophenoxy)propane",112006,2.6852124246739556e-06,0.00768386524686749
"1,2-epoxy-4-vinylcyclohexane",771674,2.1014773576404433e-05,0.008647076430691649
"1,2-epoxybutane",1302,1.0122452234773096e-08,0.0006744255488275706
"1-(2-fluorophenyl)-3-(2-(morpholin-2-yl)ethyl)-1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide",22239,1.2814165506807064e-06,0.0063545434376230696
12-HPETE,659941,1.3628783391483267e-05,0.008588299290851968
1-(2-hydroxy-1-phenylethyl)-3-(4-(pyridin-4-yl)phenyl)urea,10893,1.4725555761791493e-08,0.004390149306132323
"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",1068060,2.422662817874449e-05,0.008675711838298126
"12-hydroxy-5,8,10-heptadecatrienoic acid",106901,2.7872083135925853e-06,0.007696130487151675
12-hydroxydodecanoic acid,7043,0.0,0.004101849758952736
12-hydroxyellipticine,686351,1.5465990408620403e-05,0.008485608804508868
1-(2-hydroxyethyl)-1-nitrosourea,64461,1.0015154486096268e-06,0.006917154634776474
12-ketoendrin,7128,0.0,0.004159091713451706
"1,2-linoleoylphosphatidylcholine",601976,1.3711078492806291e-05,0.008512884982667874
12-mesyloxynevirapine,314275,7.77329490638289e-06,0.008131128004590222
1-(2-methoxy-5-nitrophenylazo)-2-hydroxy-3-(3-nitrophenylcarbamoyl)naphthalene,445,0.0,0.0002683047232507722
1-(2-methoxyphenyl)-4-(4-(2-phthalimido)butyl)piperazine,64493,4.820998107201836e-06,0.006901832569061286
"1-(2-methoxy-phenyl)-4-(4-(4-(6-imidazol(2,1-b) thiazolyl)-phenoxy)-butyl-4-(14)C)-piperazine dimethane",195900,8.230137676993479e-06,0.008206661070976524
1-(2-methoxyphenyl)piperazine,53601,2.382479003726586e-06,0.00644644745804305
"1-(2-methyl-4-methoxyphenyl)-4-((2-hydroxyethyl)amino)-6-trifluoromethoxy-2,3-dihydropyrrolo(3,2-c)quinoline",273868,1.0785446261605532e-05,0.00824811092103344
12-methylbenzanthracene,578411,1.414852883915632e-05,0.008492343916467731
1-((2-methylbenzofuran-3-yl)methyl)-3-(thiophen-2-ylmethyl)urea,78069,1.183281296997228e-06,0.007132380981252763
"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea",897512,2.7769456874654365e-05,0.008699133601918594
1-(2-methyoxyethyl)-1-nitrosourea,5755,0.0,0.0034489319165255925
"(1-(2-morpholin-4-yl-ethyl)-1H-indol-3-yl)-(2,2,3,3-tetramethylcyclopropyl)methanone",229006,1.1644451218524505e-05,0.008193365971160948
"1,2-naphthoquinone",1728223,3.424903576233313e-05,0.008832829671714473
"1,2-oleoylphosphatidylcholine",522876,1.377227725377061e-05,0.00842547225719914
"12-O-tetradecanoylphorbol-1,3-acetate",752683,1.3883641111192594e-05,0.008526871675358963
1-(2-phenethyl)-4-(2-pyridyl)piperazine,7128,0.0,0.004159091713451706
1-(2-thienyl)-2-(methylamino)propane,627166,1.745022534895271e-05,0.008524743840695034
1-(2-trifluoromethoxyphenyl)-2-nitroethanone,1547656,3.349199828458262e-05,0.008775237780573212
1-(2-trifluoromethylphenyl)imidazole,16109,7.987389291201305e-07,0.005118952299706146
1-(2-(tris(4-methoxyphenyl)methoxy)ethyl)-3-piperidinecarboxylic acid,2694,0.0,0.0016319539658410012
12-tungstophosphoric acid,78064,1.2797796424782855e-06,0.006729064909036592
130-nm albumin-bound paclitaxel,10492,0.0,0.006163281511224845
"13,14-dihydro-15-ketoprostaglandin D2",324068,8.057859893730344e-06,0.008001598021444295
"13,14-dihydro-15-ketoprostaglandin E1",6992,0.0,0.004101849758952736
"13,14-dihydroprostaglandin E1",4562,0.0,0.0027582885048506815
"13,14-dihydroretinol",7043,0.0,0.004212167358683704
"13,17,21-trimethyldocosa-12,16,20-trien-11-one",10776,6.965568494855284e-08,0.0029876352951575314
"13,19-didesmethyl spirolide C",104967,4.221287621935312e-06,0.0074609117126453
1-(3-(2-(1-benzothiophen-5-yl) ethoxy) propyl)-3-azetidinol maleate,88109,5.03208427197874e-06,0.0073929615612542
